Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"How qualified do you think you are to write about this topic? (based on background knowledge, understanding of prompts, etc.)?","During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the essay.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* essay if I wrote the essay alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing persuasive essays.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the essay I wrote.,I am confident in my ability to write an essay with the help of the system.,I feel like the essay is mine. ,____% of the essay is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/22/2021 9:06:29,A2QX3YJXAAHHVV,b2a06d7e1afb42439ab15004d1ded82c,Yes,You are fairly confident in your qualification.,7,7,1,7,7,7,"Everything seemed clear to the AI. 0 issues, and I was so impressed, I let it write the majority of the paragraph to see where it would go. ",7,7,7,4,20,7,"The AI did a very good job of detailing interracial relationships. If God is a woman, The AI must also be a woman, in an interracial relationship. Everything it wrote felt personal, and I just let it run with its creative writing. "
8/22/2021 9:24:58,A2QX3YJXAAHHVV,3fd4689bc9384b6180595d77d771a312,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"The AI likes to make declarative statements, without giving reasons or fleshing out the topic. It could do better in explaining why something is a specific way. ",7,7,7,6,70,7,"The AI got stuck where it suggested similar phrases, with only small changes.

 ""They will be able to get along with their friends and their family. They will be able to get along with their teachers and their bosses. They will be able to get along with their coworkers. They will be able to get along with their neighbors. They will be able to get along with the people they meet. ""

It's strong, but could be phrased with more variety to keep it more engaging. It reads to me like a Alex Jones or an evangelical preacher beating a point to death, by hypnotic repetition, rather than examples. 
"
8/22/2021 12:51:53,A2QX3YJXAAHHVV,03f76432a1e149e1887c28daf15807f0,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"The AI has a quirk where it likes to write similar phrases, with only small changes.  e.g. ""I don't like it when a character is only there to be the ""token"" person of color.  I don't like it when a character is only there to be the ""token"" woman. I don't like it when a character is only there to be the ""token"" gay person. I don't like it when a character is only there to be the ""token"" disabled person. I don't like it when a character is only there to be the ""token"" anything."" This is interesting, because it is grammatically correct, and repetition can be powerful in stressing a point, but quickly runs in circles if you don't choose unique phrases from the suggestions. ",7,7,7,6,50,7,"I've noticed a trend where the AI runs in circles with phrasing. It reminded me of Alex Jones /Bible-belt preachers who say the same thing repeatedly, without explaining or giving any substance/proof to it. Fleshing out a topic seems to be a weakness, paraphrasing, not as much. "
8/22/2021 13:17:54,A2QX3YJXAAHHVV,0762e9fe57434dae90b272429428357b,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,The AI ran out of good suggestions about technology/love and dating. I'd assumed it would know more about machines and  love :),7,7,7,6,90,7,"The AI got stuck in a loop again, paraphrasing previous sentences, with only minor changes, and then having no suggestions. I think it needs more experience on the topic. "
8/22/2021 13:37:20,A2QX3YJXAAHHVV,7ab37dbcbce14ef4aec847b875063e29,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"Some of the suggestions were very passive in tone, or awkwardly worded. Ai seems to prefer writing in a passive tone vs active, and sometimes switches tenses. ",7,7,7,6,60,7,"Many great suggestions for common issues from the AI. It was well-experienced in the dangers of technology and dating. It probably was catfished once upon a time! Grammar was a bit awkward, but no major issues. "
8/22/2021 13:57:00,A2QX3YJXAAHHVV,9a349a9b53a848809ca59ed0823273b0,Yes,You are fairly confident in your qualification.,6,7,2,7,7,6,"Staying relevant on a human quality topic such as ""independence"" seems difficult for the AI. 
It seemed to often lack the experience to give meaningful suggestions. ",7,7,7,7,80,7,"The AI had an interesting concept: that children's most important lesson from school is independence. However, it had some off-topic anecdotes, and suffered when explaining/clarifying its position, being unable to make meaningful or relevant suggestions to a great topic of its own choosing."
8/22/2021 14:18:01,A2QX3YJXAAHHVV,df8b3e2640104dbdadd07e6c6475bb4b,Yes,"You are confident in your qualification, but not absolutely certain.",5,6,1,6,7,6,"We had some issues here with staying on point. It kept wanting to multi-gender itself (I) '""As a woman, I've had X experience with media"" ""As a man"", referencing talking to boyfriends and girlfriends interactions on social media. Perhaps it identifies as multiple genders and sexualities.",7,7,6,4,40,7,"I let the AI take a lead on this topic, and it often seemed distracted, or meandered around some points. The conciseness, elaboration/explanation of some topics seems to be a weakness. "
8/22/2021 14:36:22,A2QX3YJXAAHHVV,5cb5a5445f3a4e82af6dcd70d4019ba6,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,7,1,6,6,7,"The AI had many ""feelings"" on this topic, declarative sentences, that needed more proof. ",6,6,6,7,40,7,"The AI had more opinions, less facts about this topic. It wanted to be anti-period products, but didn't have  much data to explain why. Possibly not many writers take this position. "
8/22/2021 14:53:10,A2QX3YJXAAHHVV,90c79f94b57b4ef2b3c7d9c4598b7afa,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,1,7,7,7,"The AI chose a really depressing worldview, but otherwise did a solid job expounding its position. It was virtually indistinguishable from human doomsayers. ",7,7,7,7,40,7,"I let the AI clarify its position here, and it went dark pretty quickly. It really played on the emotional side of things, but did a very solid job of writing. Very interesting interaction this time!"
8/22/2021 15:07:37,A2QX3YJXAAHHVV,b420f1799193446cb60c42a4cfc5053b,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,6,7,6,"The anecdotal suggestions by the AI sometimes are very cliched, or contradicting. It can't decide what it wants to be when it grows up!",7,7,7,6,50,7,"This was an enjoyable, positive sessions, where the only issues were the AI having trouble keeping its friends/boyfriends/girlfriends in order when storytelling. "
8/22/2021 15:27:40,A2QX3YJXAAHHVV,b75ef56faed74be0b4b59e15138e18f4,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,7,1,7,7,7,"The AI could have been a little more clear while explaining its position. It seems to have trouble clarifying reasons, on topics/stances with less data. ",7,6,7,5,50,7,"The Ai didn't want to provide tampons because it's the parent's duty. But it had a very hard time explaining why it was their duty, or giving any examples."
8/23/2021 17:09:39,A2QX3YJXAAHHVV,4087251840494e2f85eefbc4537add1c,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,6,6,7,"The Ai put out a strong position on animal abuse being worse than humans, then lost its way once it needed to clarify its position with more detail. I like the train of thought though!",7,7,7,6,80,7,"This was a tough topic for the AI, consciousness/morality-based. It had many irrelevant suggestions, once the initial position was decided. "
8/23/2021 17:30:15,A2QX3YJXAAHHVV,c5af75674d5b4710a0bb470ff3761ad7,Yes,You are fairly confident in your qualification.,7,6,1,7,6,6,"The biggest problem the Ai struggled with was explaining its position. It had no issues saying an opinion, but had issues backing up the stance with facts. ",7,7,7,5,70,7,"The Ai would need to learn to cite sources, examples, give personal anecdotes better on issues of morality, if it were debating this IRL. It is like a street preacher or televangelist, relying on faith alone. The AI says ""It is"" without clarifying ""why"" that something ""is"""
8/24/2021 6:34:48,A2QX3YJXAAHHVV,89549d7269734058b04d5fcf33e3ebfe,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"AI did a good job with providing examples. It did run out of specific sources, but still had good points. ",7,7,7,7,70,7,"The AI felt passionate about how self-destructive, and provided the most sources to date as reasons in this session. "
8/24/2021 6:52:20,A2QX3YJXAAHHVV,61de020340f54d10a332f6aecc8079a5,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,1,6,7,6,"The AI went blank several times here, not being able to find new suggestions to support the counter-argument. ",7,7,7,7,90,7,"When choosing unpopular/contrarian opinions, the AI seems to quickly run out of ideas to back them. "
8/24/2021 7:12:37,A2QX3YJXAAHHVV,e0e217d7089d4c189bdb36c865976818,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,"N/a. Everything was fluent, and the AI did a very good job of citing specific examples and reasons. It knew much about this topic!",7,7,7,5,40,7,The AI was very strong on this topic. It had may great and valuable suggestions!
8/24/2021 7:57:24,A2QX3YJXAAHHVV,b6e3af6257c84970bf770a3b30c573c7,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,2,7,6,6,"A stronger focus on points can help. The AI wanted to jump between topics, without adding more detail to support its statements. ",7,6,7,5,50,7,"AI needed a bit of focus, and has a tendency to say ""This is X"", without being able to/giving good reasons why it is so."
8/24/2021 8:14:53,A2QX3YJXAAHHVV,f31675baa0db4b3384abc09724eae09f,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,2,7,6,7,"The AI wanted to use the source material as a quote many times. I found that its easier to remove the prompt, write, then past the prompt back in to make the Ai come up with original ideas. ",7,7,6,7,60,7,The AI had an interesting perspective of college being a sacred place of learning. I enjoyed this essay!
8/24/2021 12:56:12,A2QX3YJXAAHHVV,8621bf6cd9e341bb80194d19d210b7e4,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,"N/a. The AI carefully detailed every reason, and did an excellent job!",7,7,7,4,30,7,"The AI had an extremely smooth flow this time, many good suggestions. This is probably one of its best works!"
8/24/2021 13:11:47,A2QX3YJXAAHHVV,1bb5ec50edd24bd8a1c6a6aad602b613,Yes,You are absolutely certain about your qualification.,7,7,1,7,6,6,"The AI had issues on swapping from listing the benefits of Audio, to traditional book-reading. It still wanted to make audiobook suggestions later in the essay. ",7,7,6,7,70,7,"Aside from understanding clear transitions between topics, the AI did a great job. It knows all about book-reading!"
8/24/2021 13:30:51,A2QX3YJXAAHHVV,87462f8b2df5473d915e2188a20ebf0a,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"The AI wanted to go full conspiracy theory on news. It had prompts about Soros and elites controlling media. Otherwise, very good session!",7,7,7,7,60,7,"I think the AI was triggered into conspiracy theories, when I accepted its ""Small town in Idaho"" story suggestion. It decided to go far-right, quickly!"
8/24/2021 15:37:06,A2QX3YJXAAHHVV,718fb788986c45858fe6e83e045c51a9,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"There were a couple of references to unrelated books. ""This is explained in detail in his 2008 book, X"" etc. Otherwise, everything  was great, and the suggestions were on point!",7,7,7,7,30,7,"Ai did a strong job, but fell into its pattern of wanting to credit unrelated sources. "
8/24/2021 15:54:28,A2QX3YJXAAHHVV,5f49697c13ca47efa9291d3577228996,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"The Ai had some hyperbole, but it was fitting, if exaggerated. It wanted to put in details about the NCAA, suggesting 2-3 stats about it, until I finally caved and put one in. ",7,7,7,7,60,7,The AI tunnel-visioned and only gave NCAA suggestions for a portion. It REALLY thought we needed NCAA stats as proof. 
8/24/2021 16:14:45,A2QX3YJXAAHHVV,ac909f8258ae4869b1011f700bbe17a9,Yes,You are fairly confident in your qualification.,5,5,3,5,6,3,"The AI had some issues with writing about the innocence and voiceless-ness of animals, and their inability to defend themselves. It floundered when coming up with details. ",7,6,7,7,80,7,"Tough topic for the AI, after the initial statement. It did have an interesting tidbit about religions stoning apostates, but sparing children and dogs. "
8/24/2021 16:33:22,A2QX3YJXAAHHVV,34cb11d1be2f4a60a350d9d5e6dc45f6,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,2,6,7,6,"More specific examples, and less ""I feel"" style statements would make the arguments stronger. ",7,6,7,5,70,7,"More specific examples as suggestions, and less ""X is"" without follow-ups would make the essay more convincing! "
8/24/2021 16:57:16,A2QX3YJXAAHHVV,a4d6ef02891d4a2186ec8f1e41892279,Yes,You are fairly confident in your qualification.,4,7,1,7,7,7,"There were a couple of repetitive statements, where the AI ""Did X, Did X with Y."" It's a weird phrasing, reminding me of Biden's speeches, unsure if it was triggered by mentioning president. ",7,6,5,5,40,7,"Overall, the AI did a great job of conveying its sense of helplessness and inability to affect change, but still having hope. "
8/24/2021 17:21:52,A2QX3YJXAAHHVV,aaf98c53570345aeb669f0828e0d0090,Yes,You are fairly confident in your qualification.,5,6,2,6,6,5,"The AI had many good suggestions, but it was jumbled. The suggestions often repeated, and needed much ordering and editing. ",7,5,6,6,50,6,"Many good ideas from the AI, but not as much of a natural or organized order. "
8/24/2021 17:39:17,A2QX3YJXAAHHVV,3d3b51040a84446a8576ff28a1c9887a,Yes,You are fairly confident in your qualification.,6,7,1,6,7,6,"The suggestions were simplistic, and positions explained not as clearly as possible. It was a solid effort, but felt ""lazy""ish/superficial from the AI. ",7,7,7,6,60,7,"The AI had a solid effort, but struggled again with explaining its position, instead of just saying ""This is X"". Very stark contrast from topics/stances it has much info on!"
8/25/2021 12:24:38,A2QX3YJXAAHHVV,8c884bfc6cad45cf9b9609a7acbb0bf7,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,2,7,7,6,"Citing sources is a weakness of the program, and there is an occasional double punctuation, but everything else worked great!",7,7,6,7,50,7,"Compared with other profession software, the AI really does not like to cite sources, and makes ""This is just how it is"" style statements, without explanations.  "
8/25/2021 12:39:49,A2QX3YJXAAHHVV,c85946d8cedc4e57be99bce987e339f2,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,6,"More specific sources for injury data  would make the case compelling, versus auto-filling random info. ",7,7,7,5,50,7,"The AI doesn't seem to have enough source data on the topic of extreme sports. I can easily find college and corporate studies with a google search, that could be great suggestions."
