Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the story.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* story if I wrote the story alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing creative stories.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the story I wrote.,I am confident in my ability to write a story with the help of the system.,I feel like the story is mine. ,____% of the story is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/23/2021 7:55:38,A2QX3YJXAAHHVV,01650a401e614c38a04a904165a5784f,Yes,7,6,1,6,7,7,"The AI had some good additions to a dystopian storyline. It seems to have tendencies to have the story read like a Movie review, a narrative, with less first-person narration/active voice. ",7,7,7,6,60,7,"AI really likes to write in IMDB overview style, with omniscient narration, and passive tones. Great content/story ideas. "
8/23/2021 8:24:45,A2QX3YJXAAHHVV,5370cd5a21e94475b4768b176e1014b2,Yes,7,6,1,7,7,4,"The Ai kept wanting to add new elements and themes to the story. We already have spirits, famous dead people, secret missions, presidents, and demonic possession. A human writer would probably expand on those topics, without needing more new and crazy twists. ",7,5,7,4,30,7,"This was a wacky ride, with several twists and turns. I let the AI dictate pace and direction, and it chose a zany supernatural route. "
8/23/2021 8:43:15,A2QX3YJXAAHHVV,7fbc70830a944d02af8a809cc8a5111b,Yes,7,7,1,7,7,7,"Occasionally, the AI gave double punctuation. It ended several sentences with both period and exclamation marks. (.!)",7,7,7,2,10,7,"This was one of the times where the AI found its groove, and wrote a crazy story, while you sit back and watch. It had some great twists, such as God redeeming the pigs, and the biblical ""And God saw that it was good"" twist. I was dying of laughter at the image of a respectable God saying ""Tough Titties"" to a wolf. "
8/23/2021 9:25:50,A2QX3YJXAAHHVV,6fb96c88e7b942e6b225baa611dd9738,Yes,6,5,3,7,7,7,"I am not a fan of these movie-plot style stories, but that seems to be the Ai's preferred tone. I would watch the movie, but, as a story, I prefer a more active tone, not a passive, all-knowing narrator. ",7,6,7,5,60,7,"Besides the tone, I liked everything about the story and the ideas: Using a ruined Library of congress, searching for medical advice on computers is quite creative."
8/23/2021 9:48:35,A2QX3YJXAAHHVV,1a50c197cf564bf88f386197d1f279d9,Yes,7,7,1,7,7,7,"The AI can get very dark, very quickly. It wanted to throw that maid off the balcony. Strangle her. Its description of how meds work isn't realistic either-they have to be absorbed into the bloodstream to take effect, and usually aren't served with alcohol. ",7,7,7,5,60,7,"This definitely had some adult themes. I'm always surprised how quickly the AI wants to murder people, haha!"
8/23/2021 10:08:00,A2QX3YJXAAHHVV,fbb2199fa78647cbb4eeb94c4bd04d98,Yes,6,7,1,7,7,7,"The Ai wanted to credit people/games/studios, and it gave suggestions like ""This is a two player game where you control the hive"" I assume the theme matched something it harvested data from. ",7,6,7,7,40,7,"AI was very creative in giving us powers via sting, helping save the bees from the storm. It wanted to credit sources for the story at every step. "
8/23/2021 10:28:32,A2QX3YJXAAHHVV,635b514b259d47f2b474189aeea5e5c0,Yes,7,7,1,7,7,7,"I noticed that the AI had a sentence with feel notice in it. It's a weird combination. It's the second time it's felt noticed something (not sure what it means, but noteworthy)",7,7,7,4,60,7,"The AI knows about drinking to cope with inlaws, and curling up into fetal positions. I love it!"
8/23/2021 10:50:41,A2QX3YJXAAHHVV,4efb9d8419ee42a3b2ec99f01f94e0a6,Yes,4,7,1,7,7,7,"The AI had some issues with swapping tenses. It really, really really wants to write in 2nd/3rd person, passive voice. ",7,7,7,7,80,7,I loved that the AI made the Alien afraid of getting a disease if Matt Damon bit it. Some of the suggestions are hilarious. 
8/23/2021 11:13:51,A2QX3YJXAAHHVV,7c1e066d0c9c4901921cab117a0b7e73,Yes,7,7,1,7,7,7,"The AI clearly had experience writing romance novels. It had no issues with this topic, and kept wanting to make the theme steamy!",7,7,7,4,30,7,"I let the AI choose the way here, and it did a very good job for the topic, with no errors. It could write bargain bin romance novels, and nobody would be any the wiser!"
8/23/2021 12:11:25,A2QX3YJXAAHHVV,6395e22e141c4ee0bf233b95a63a61ea,Yes,6,7,2,6,7,6,"This session had loads of recommendations saying things like ""This was commissioned as a 4-part series for Amazon"". the AI seems to do this type of suggestion, when you use prompts involving common themes, or in this case, a famous actor (Matt Damon). It wants to write the story in both tone and style like a critic's summary/review. ",7,6,7,7,50,7,"The plot that the AI chose was great, but there were many ""Written by/adapted for/Directed by"" prompts. "
8/17/2021 7:48:26,A2RUHO7I7Y4XFA,23553b4984aa4e4a91326ebd9393f01c,Yes,7,6,2,6,6,7,I think it did quite well but maybe there could be more variety in the type of suggestions overall.,6,6,7,6,50,5,
8/17/2021 8:02:35,A2RUHO7I7Y4XFA,3ca2007bfff344b0a3f1322866235137,Yes,5,4,3,5,5,5,There were some places where the suggestions were not relevant or helpful in coming up with more ideas or continuing the story. It was about halfway through the story.,5,5,5,4,70,5,
8/17/2021 8:19:06,A2RUHO7I7Y4XFA,3ab1ca63246449669bf1f7b9c90d379b,Yes,5,6,2,5,6,6,"It brings up something about "" the film was shot in North Carolina"" or something which seems completely irrelevant to the previous text.",6,6,6,5,70,6,
8/17/2021 8:53:04,A2RUHO7I7Y4XFA,b110df89e00549d39910dc176a617be7,Yes,5,5,4,5,4,5,Some of the suggestions seemed to be going in circles based on what I wrote previously and they could deviate more as a collaborative tool. ,5,4,5,6,85,5,
8/17/2021 9:14:35,A2RUHO7I7Y4XFA,64e545e776c1466687f0fe0dc8bb0d88,Yes,6,5,2,5,5,6,"It had repetitive suggestions about the alien race that are a little narrow compared to the other sessions before, if that makes sense. ",6,6,5,6,80,6,
8/17/2021 9:37:29,A2RUHO7I7Y4XFA,fbd7e4482a5d4be7b725b2a5be5406bb,Yes,6,5,2,5,5,6,"Again it seemed to bring up some example of where a movie was filmed, maybe it's what these prompts are based off of or part of the overall database. This was not useful.",6,6,6,5,82,6,This is a very interesting task overall and I would like to participate in other tasks like this!
8/17/2021 10:00:00,A2RUHO7I7Y4XFA,81f59f9cba194b04802bbeae51dc798c,Yes,6,7,4,5,5,6,I think there could be more variety in the suggestions,6,7,6,7,85,6,
8/26/2021 13:13:08,A2RUHO7I7Y4XFA,f6c2fa4230df43b9b9857e71b9d68a89,Yes,6,6,2,6,6,7,I don't have an example that is specific but the system appears to circle back too much. ,6,6,5,5,75,6,
8/26/2021 13:40:57,A2RUHO7I7Y4XFA,41f6db5de3d8439ebbd996c398127d53,Yes,4,4,5,4,3,4,It had no suggestions and then brought up random things about some film. ,4,3,4,5,75,4,
8/26/2021 0:30:37,A2W121DQXNQK1,120f688d383d4775a51fc45728e771de ,Yes,7,7,1,7,7,7,"I liked that the system was able to identify that I wanted to have sentences that mentioned what the character's were saying. I would also like if the system could recommend how I can merge these sentences with other already written sentences, or recommendations for sentence transitions.",7,7,7,6,60,7,
8/26/2021 7:49:05,A2W121DQXNQK1,a0cc548fb40a4e22b1963674fb4b1f83 ,Yes,6,7,1,6,7,7,"I would suggest that the system automatically offers suggestions periodically if it notes the person is thinking or not actively typing. I think it saves time and effort from the writer who has to press tab at certain moments of the writing process, which may or may not offer suggestions.",7,6,7,5,60,7,
8/26/2021 20:57:36,A2W121DQXNQK1,e096014a9fca4d608a0f1c611e57fe2f ,Yes,7,7,1,7,7,7,"I would like if I could see past suggestions, or a history of given suggestions. That way I could compare and contrast them, to see which ones better fit the story I had written. Some suggestions seemed better implemented in my story after writing a couple of sentences, others could be inserted with minimal transitions.",7,7,7,7,75,7,
8/26/2021 21:28:29,A2W121DQXNQK1,ad936817fa674c3fb2db5f6d55fc49f1 ,Yes,7,7,7,7,7,7,"I think there should be more care in the suggestions provided, to avoid repetition or the system repeating information in the sentences it offers as suggestions. Namely, some suggestions I got repeated the word wolf a couple of times in a sentence, it could be altered to make more cohesive sense in my story. Other suggestions could have parts removed to make it more simple and less confusing, due to repeated information.",7,5,7,6,60,7,
8/27/2021 0:31:03,A2W121DQXNQK1,a609db6270b14e40a3de824554977750 ,Yes,7,7,1,7,7,7,"I think it would help me flesh out the story if the system offered me suggestions that also mentioned replies being made by the characters. For example, the system would offer a suggestion of what a character said, and I would have to type the reply in turn. It would help if the system also typed out the beginning of a response with such type of suggestions, that I can add to.",7,7,7,6,70,7,
8/27/2021 7:56:50,A2W121DQXNQK1,81b30967f40349e5b0e333f1e4851ce4 ,Yes,7,7,1,7,7,7,"I think the system should offer more relevant dates, other than the dates that I have already inputted. It mentioned the date I wrote earlier, but I think it should have suggested a later date, specifically once that was set 50 years later (2137) to better match the events of the story, and that I can easily integrate without compromising the pace of the story.",7,6,7,7,70,7,
8/27/2021 21:45:45,A2W121DQXNQK1,07cea97c61b4495389f8e0c0faa076bd ,Yes,7,7,1,7,7,7,"I think it is good that the system takes into account a number that I had written, specifically in the context of the story 6 forms, and that the suggestions it gives is consistent with previously mentioned information. I think however it does not need to repeat such information, given how it makes the story feel repetitive if the suggestion is implemented.",7,7,7,7,85,7,
8/27/2021 22:20:34,A2W121DQXNQK1,9d55ac3f8bce45c5a4325b2befeba8f4 ,Yes,6,7,1,6,7,6,"The suggestions towards the end while I was trying to conclude my story seemed to be to similar to what I had written previously, specifically better suited for a story opening. It would be better if the story could identify I was trying to write a conclusion, and offer me several suggestions on how I can conclude the story.",7,6,6,6,70,7,
8/28/2021 0:32:17,A2W121DQXNQK1,403db9d987584a8cbf7fa0b6acf0d918 ,Yes,6,5,1,5,6,5,"Towards the end, the system did not provide me as much suggestions for my essay, it produced no suggestions at all unlike the beginning of my story in which it could offer me ideas on what to add to my story, or what ideas I could flesh out. I think the system when it can't find relevant suggestions to my recent sentences, should offer less general suggestions or previous suggestions, that I may use to get ideas on what to write or incorporate in the essay.",7,7,7,7,90,7,
8/28/2021 21:15:15,A2W121DQXNQK1,495448baeef94ef2bff5fdba66f09b92 ,Yes,7,7,1,7,7,7,"I like that the suggestions offered by the system varied in sentence length and or composition. It made my story feel active and engaging, as opposed to repetitive and having each sentence too similar to each other. It would be good if the suggestions continued to have varying sentence composition, with some being more incomplete while others being complete sentences that I can integrate in the story.",7,7,7,7,75,7,
8/28/2021 21:46:54,A2W121DQXNQK1,4d06b9aa68764d749ef6fffb4fcb54f4 ,Yes,7,7,1,7,7,7,"The way the suggestions start the sentence can be more varied, especially if I use a particular suggestion already in the story. I had inserted a suggestion into my story, that began with "" Now, 100 years later,"" and a new suggestion I was given also had a similar beginning. That new suggestion had parts that I wanted to integrate, so if the suggestions would omit the repetitive parts, I could spend less time modifying the suggestion so it makes sense in the context of the story.",7,7,7,7,70,7,
8/29/2021 0:27:34,A2W121DQXNQK1,02a0a1349a8045bd969dfc3948ec4796 ,Yes,7,5,1,7,7,5,"I think towards the end the story could not provide me suggestions, and despite adding more to the story, it was unable to determine any suggestions to give to me that I can use for the story. I think in those instances, the system should give past suggestions or a more general suggestion regarding the topic I am writing about, or even some ideas on how I can conclude the story.",7,7,7,7,85,7,
8/29/2021 8:55:33,A2W121DQXNQK1,dda6cf6e80e74a32b62d03db6c25859c,Yes,7,7,1,7,7,7,"The system recommended me good ideas to flesh out certain plot points that I was currently writing about. However, I think it would be good if the system tried to avoid making suggestions that reiterates past information, or regards plot points that are too similar to what already happened in the story (i.e another war/battle breaks out when too little survivors are left).",7,7,7,7,75,7,
8/29/2021 12:59:02,A2W121DQXNQK1,c5166a329a9c45f990a5d3c692d7faa0 ,Yes,7,7,1,7,7,6,"For the second paragraph, when I wanted to get a suggestion on how to start it, I got some suggestions that were odd and irrelevant. It brought up past dates, and I believe a magazine title that was not used in the story. I did find a relevant suggestion among those odd suggestions which I used, but I think in those instances, the suggestions should be relevant on the story, and not utilize outside sources or information that doesn't quite work with the plot of the story I am writing.",7,7,7,7,70,7,
8/29/2021 13:42:26,A2W121DQXNQK1,b322b1fa853a485b9d03d790d51af585,Yes,7,7,1,7,7,7,"I think it was useful that the system offered me suggestions for starting new paragraphs in the story, such as mentioning the age of the protagonist. I think it helps with the story, and I think such repetition is useful, as opposed to other cases where it might not be effective in engaging with the readers. I think more instances should be seen in the suggestions it offers, but it should still offer alternative paragraph starters that differ from past ones to give the writer more choices if they think writing something different is more appealing for their story.",7,7,7,7,70,7,
8/30/2021 0:30:18,A2W121DQXNQK1,401511d48acd418f8e4d199782611ccc ,Yes,6,7,1,7,7,5,"The system suggested ideas that seemed to reintroduce conflicts or plot points that would have been more useful near the beginning of my story, before I committed myself towards a specific conflict. I think when writing a conclusion or the climax of a conflict, the system should offer me suggestions that doesn't reintroduce conflicts (such as a war breaking out or chaos erupting), and instead help me make a more definite resolution for the story.",7,7,7,7,70,7,
8/30/2021 11:59:20,A2W121DQXNQK1,3461ee41df7f4f5fa584f5ae04b3ba6f ,Yes,6,7,1,7,7,7,"The system would tell me suggestions that reiterated specific words, such as skeptical, for emphasis on traits regarding a character. I think that works for a couple sentences I write in the story, especially if they were suggestions. However, the system should offer other ways to say the same trait for a character, synonyms for words such as skeptical when giving suggestions after the word has been used a couple times already. ",7,7,7,7,75,7,
8/30/2021 12:26:56,A2W121DQXNQK1,29001da80acb414d8683c660e2e091f2,Yes,6,7,1,7,7,5,"I received a suggestion from the system that I thought would best be used as an ending or conclusion, so I integrated it into the essay. However, the system then would not offer me any more suggestions regarding the parts of the essay I was still working on. I think the system should have a way to either save suggestions for later, or to offer suggestions based on where I am currently writing or the previous words, and not what words are shown after it.",7,7,7,7,70,7,
8/30/2021 12:57:57,A2W121DQXNQK1,37937cc84a7f43338e5c5b430d566b1f,Yes,6,7,1,7,7,6,"Some suggestions offered to me were more informative pieces of information, based on the real world. For example, suggestions were given that stated the antagonist of the game Angry Birds, and another that listed the current value of gold per weight. These suggestions aren't useful to implement in a fictional story, as opposed to other suggestions which are less based on the real world and more in the fictional world I am writing about.",7,7,7,7,75,7,
8/31/2021 0:31:15,A2W121DQXNQK1,c326ab6f04ca475a93d6322122ee6eb0 ,Yes,7,7,1,7,7,7,"I think the system should give suggestions that vary in how the sentence starts. After I wrote a sentence that started with ""However,"" the system would give me more suggestions that included that particular word. I think if certain sentence starts such as ""However"" or ""But"" were already used recently, further suggestions should avoid sounding similar to make the story more engaging, and less repetitive. ",7,7,7,7,75,7,
8/31/2021 7:49:22,A2W121DQXNQK1,53a1f867867b431e9336245503e7eec4 ,Yes,6,7,1,7,7,6,"The system recommended me suggestions that were topics or novel information that were somewhat related to bees, such as a popular game that relates to a queen bee giving orders. I think these are not as useful and more situational, it would be harder to implement in the story that is based on actual bees. Instead suggestions based on reality or accurate information should be more based on the actual topic, in this case like the behavior of bees or their hierarchy.",7,7,7,7,65,7,
8/31/2021 8:55:17,A2W121DQXNQK1,5819265ac490471ab03a42fd906beaed,Yes,7,7,1,7,7,7,"It was good to receive suggestions on years or dates to show the progression of the events of the story. I would like that there was more variety regarding the suggestions on how much time has passed, such as saying 2 weeks later or 30 days later, instead of only saying it is many years later or giving a new date in the form of years.",7,7,7,7,70,7,
